"";"sitio";"id_planta";"fruto";"fecha";"muestreo";"d1";"long";"pf_fr";"ps_fr";"pf_sem";"ps_sem";"d_sem";"l_sem";"p_36h_sem";"hilera";"planta";"d2";"diam_medio";"ps_cas"
"9776";"tilimuqui";"til_2";6;2023-03-16;2;33,92;37,76;20,59;NA;13,79;6,09;28,67;29,63;NA;NA;NA;NA;NA;NA
"9777";"tilimuqui";"til_2";7;2023-03-16;2;36,52;39,38;20,59;NA;13,79;6,09;28,76;31,71;NA;NA;NA;NA;NA;NA
"9778";"tilimuqui";"til_2";8;2023-03-16;2;35,4;39,59;20,59;NA;13,79;6,09;30,85;31,72;NA;NA;NA;NA;NA;NA
"9779";"tilimuqui";"til_2";9;2023-03-16;2;37,64;40,2;20,59;NA;13,79;6,09;32,43;33,36;NA;NA;NA;NA;NA;NA
"9780";"tilimuqui";"til_2";10;2023-03-16;2;36,93;39,26;20,59;NA;13,79;6,09;32,1;31,32;NA;NA;NA;NA;NA;NA
"9781";"tilimuqui";"til_2";11;2023-03-16;2;33,01;36,41;20,59;NA;13,79;6,09;30,49;29,91;NA;NA;NA;NA;NA;NA
"9782";"tilimuqui";"til_2";12;2023-03-16;2;36,95;40,98;20,59;NA;13,79;6,09;25,49;28,08;NA;NA;NA;NA;NA;NA
"9783";"tilimuqui";"til_2";13;2023-03-16;2;35,74;39,72;20,59;NA;13,79;6,09;30,35;30,93;NA;NA;NA;NA;NA;NA
"9784";"tilimuqui";"til_2";14;2023-03-16;2;35,72;39,52;20,59;NA;13,79;6,09;28,49;31,05;NA;NA;NA;NA;NA;NA
"9785";"tilimuqui";"til_2";15;2023-03-16;2;NA;NA;20,59;NA;13,79;6,09;NA;NA;NA;NA;NA;NA;NA;NA
"9786";"tilimuqui";"til_3";1;2023-03-16;2;35,6;41,43;19,07;NA;13,91;6,42;29,11;30,3;NA;NA;NA;NA;NA;NA
"9787";"tilimuqui";"til_3";2;2023-03-16;2;34,95;41,38;19,07;NA;13,91;6,42;27,98;30,32;NA;NA;NA;NA;NA;NA
"9788";"tilimuqui";"til_3";3;2023-03-16;2;35,11;40,56;19,07;NA;13,91;6,42;31,18;30,28;NA;NA;NA;NA;NA;NA
"9789";"tilimuqui";"til_3";4;2023-03-16;2;36,86;41,94;19,07;NA;13,91;6,42;29,85;32,57;NA;NA;NA;NA;NA;NA
"9790";"tilimuqui";"til_3";5;2023-03-16;2;37,49;41,15;19,07;NA;13,91;6,42;28,19;27,25;NA;NA;NA;NA;NA;NA
"9791";"tilimuqui";"til_3";6;2023-03-16;2;37,37;42,28;19,07;NA;13,91;6,42;30,92;30,34;NA;NA;NA;NA;NA;NA
"9792";"tilimuqui";"til_3";7;2023-03-16;2;35,76;39,63;19,07;NA;13,91;6,42;29,51;28,72;NA;NA;NA;NA;NA;NA
"9793";"tilimuqui";"til_3";8;2023-03-16;2;35,2;39,68;19,07;NA;13,91;6,42;27,55;27,18;NA;NA;NA;NA;NA;NA
"9794";"tilimuqui";"til_3";9;2023-03-16;2;34,35;39,47;19,07;NA;13,91;6,42;28,67;28;NA;NA;NA;NA;NA;NA
"9795";"tilimuqui";"til_3";10;2023-03-16;2;34,2;40,34;19,07;NA;13,91;6,42;28,32;32,38;NA;NA;NA;NA;NA;NA
"9796";"tilimuqui";"til_3";11;2023-03-16;2;36,7;41,52;19,07;NA;13,91;6,42;29,4;31,7;NA;NA;NA;NA;NA;NA
"9797";"tilimuqui";"til_3";12;2023-03-16;2;36,04;38,02;19,07;NA;13,91;6,42;28,1;28,39;NA;NA;NA;NA;NA;NA
"9798";"tilimuqui";"til_3";13;2023-03-16;2;34,05;36,6;19,07;NA;13,91;6,42;29,62;28,99;NA;NA;NA;NA;NA;NA
"9799";"tilimuqui";"til_3";14;2023-03-16;2;35,61;39,05;19,07;NA;13,91;6,42;28,24;28,2;NA;NA;NA;NA;NA;NA
"9800";"tilimuqui";"til_3";15;2023-03-16;2;38,01;42,66;19,07;NA;13,91;6,42;29,35;28,37;NA;NA;NA;NA;NA;NA
"9801";"tilimuqui";"til_4";1;2023-03-16;2;36,15;41,81;19,79;NA;14,2;5,96;28,48;33,4;NA;NA;NA;NA;NA;NA
"9802";"tilimuqui";"til_4";2;2023-03-16;2;35,2;39,03;19,79;NA;14,2;5,96;28,86;28,82;NA;NA;NA;NA;NA;NA
"9803";"tilimuqui";"til_4";3;2023-03-16;2;35,57;40,34;19,79;NA;14,2;5,96;30,41;29,68;NA;NA;NA;NA;NA;NA
"9804";"tilimuqui";"til_4";4;2023-03-16;2;37,67;41,5;19,79;NA;14,2;5,96;29,25;29,31;NA;NA;NA;NA;NA;NA
"9805";"tilimuqui";"til_4";5;2023-03-16;2;35,56;37,15;19,79;NA;14,2;5,96;27,62;26,83;NA;NA;NA;NA;NA;NA
"9806";"tilimuqui";"til_4";6;2023-03-16;2;33,4;36,61;19,79;NA;14,2;5,96;24,01;26,31;NA;NA;NA;NA;NA;NA
"9807";"tilimuqui";"til_4";7;2023-03-16;2;34,6;34,34;19,79;NA;14,2;5,96;27,94;27,9;NA;NA;NA;NA;NA;NA
"9808";"tilimuqui";"til_4";8;2023-03-16;2;32,6;39,03;19,79;NA;14,2;5,96;25,4;28,82;NA;NA;NA;NA;NA;NA
"9809";"tilimuqui";"til_4";9;2023-03-16;2;36,26;41,86;19,79;NA;14,2;5,96;30,42;32,48;NA;NA;NA;NA;NA;NA
"9810";"tilimuqui";"til_4";10;2023-03-16;2;38,43;42,17;19,79;NA;14,2;5,96;32,25;30,87;NA;NA;NA;NA;NA;NA
"9811";"tilimuqui";"til_4";11;2023-03-16;2;37,01;41,03;19,79;NA;14,2;5,96;29,08;29;NA;NA;NA;NA;NA;NA
"9812";"tilimuqui";"til_4";12;2023-03-16;2;35,05;40,98;19,79;NA;14,2;5,96;27,93;28,92;NA;NA;NA;NA;NA;NA
"9813";"tilimuqui";"til_4";13;2023-03-16;2;33,74;37,63;19,79;NA;14,2;5,96;27,04;28,69;NA;NA;NA;NA;NA;NA
"9814";"tilimuqui";"til_4";14;2023-03-16;2;33,41;37,72;19,79;NA;14,2;5,96;26,6;29,1;NA;NA;NA;NA;NA;NA
"9815";"tilimuqui";"til_4";15;2023-03-16;2;35;42,28;19,79;NA;14,2;5,96;28,04;30,04;NA;NA;NA;NA;NA;NA
"9816";"tilimuqui";"til_5";1;2023-03-16;2;35,79;39,62;19,55;NA;14,08;5,99;26,95;29,6;NA;NA;NA;NA;NA;NA
"9817";"tilimuqui";"til_5";2;2023-03-16;2;33,38;41,92;19,55;NA;14,08;5,99;26,71;32,79;NA;NA;NA;NA;NA;NA
"9818";"tilimuqui";"til_5";3;2023-03-16;2;33,82;39,17;19,55;NA;14,08;5,99;27,83;31,99;NA;NA;NA;NA;NA;NA
"9819";"tilimuqui";"til_5";4;2023-03-16;2;34,21;39,34;19,55;NA;14,08;5,99;27,2;27,73;NA;NA;NA;NA;NA;NA
"9820";"tilimuqui";"til_5";5;2023-03-16;2;35,05;40,14;19,55;NA;14,08;5,99;28,01;28,86;NA;NA;NA;NA;NA;NA
"9821";"tilimuqui";"til_5";6;2023-03-16;2;33,57;37,73;19,55;NA;14,08;5,99;27,41;26,25;NA;NA;NA;NA;NA;NA
"9822";"tilimuqui";"til_5";7;2023-03-16;2;33,04;39;19,55;NA;14,08;5,99;27,8;29,96;NA;NA;NA;NA;NA;NA
"9823";"tilimuqui";"til_5";8;2023-03-16;2;35;41,63;19,55;NA;14,08;5,99;28,84;34,27;NA;NA;NA;NA;NA;NA
"9824";"tilimuqui";"til_5";9;2023-03-16;2;36,82;39,58;19,55;NA;14,08;5,99;30,21;30,09;NA;NA;NA;NA;NA;NA
"9825";"tilimuqui";"til_5";10;2023-03-16;2;34,22;39,4;19,55;NA;14,08;5,99;28,23;30,59;NA;NA;NA;NA;NA;NA
"9826";"tilimuqui";"til_5";11;2023-03-16;2;35,64;39,92;19,55;NA;14,08;5,99;27,87;27,8;NA;NA;NA;NA;NA;NA
"9827";"tilimuqui";"til_5";12;2023-03-16;2;34,65;41,56;19,55;NA;14,08;5,99;28,9;30,21;NA;NA;NA;NA;NA;NA
"9828";"tilimuqui";"til_5";13;2023-03-16;2;34,75;40,97;19,55;NA;14,08;5,99;28,5;32,02;NA;NA;NA;NA;NA;NA
"9829";"tilimuqui";"til_5";14;2023-03-16;2;34,23;41,09;19,55;NA;14,08;5,99;27,85;30,28;NA;NA;NA;NA;NA;NA
"9830";"tilimuqui";"til_5";15;2023-03-16;2;33,52;40,39;19,55;NA;14,08;5,99;26,15;30,74;NA;NA;NA;NA;NA;NA
"9831";"trinidad";"4_10";1;2022-12-26;1;30,61;40,25;20,88;3,771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9832";"trinidad";"4_10";2;2022-12-26;1;35,42;42,53;30,931;6,077;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9833";"trinidad";"4_10";3;2022-12-26;1;32,19;36,29;21,379;4,237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9834";"trinidad";"4_10";4;2022-12-26;1;36,48;43,06;34,267;6,665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9835";"trinidad";"4_10";5;2022-12-26;1;36,11;41,05;29,476;5,503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9836";"trinidad";"4_18";1;2022-12-26;1;34,17;40,64;29,827;5,551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9837";"trinidad";"4_18";2;2022-12-26;1;37,31;48,39;40,022;7,664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9838";"trinidad";"4_18";3;2022-12-26;1;36;42,02;31,99;6,29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9839";"trinidad";"4_18";4;2022-12-26;1;32,49;42,92;26,309;4,491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9840";"trinidad";"4_18";5;2022-12-26;1;33,34;42,92;28,767;5,007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9841";"trinidad";"5_6";1;2022-12-26;1;36,66;43,02;33,742;6,487;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9842";"trinidad";"5_6";2;2022-12-26;1;35,7;45,47;34,079;6,263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9843";"trinidad";"5_6";3;2022-12-26;1;32,47;38,54;25,117;4,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9844";"trinidad";"5_6";4;2022-12-26;1;32,98;42,59;26,57;4,864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9845";"trinidad";"5_6";5;2022-12-26;1;34,91;39,15;27,734;4,771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9846";"trinidad";"5_18";1;2022-12-26;1;35,11;40,41;30,549;6,177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9847";"trinidad";"5_18";2;2022-12-26;1;34,95;40,31;25,749;4,264;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9848";"trinidad";"5_18";3;2022-12-26;1;36,74;41,06;29,722;5,389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9849";"trinidad";"5_18";4;2022-12-26;1;34,8;40,39;28,981;5,129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9850";"trinidad";"5_18";5;2022-12-26;1;37,12;41,96;34,014;6,521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9851";"trinidad";"6_16";1;2022-12-26;1;37,53;41,51;30,545;5,989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9852";"trinidad";"6_16";2;2022-12-26;1;32,45;40,71;26,075;4,589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9853";"trinidad";"6_16";3;2022-12-26;1;34,19;44,61;28,808;5,257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9854";"trinidad";"6_16";4;2022-12-26;1;38,03;41,49;33,603;6,981;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9855";"trinidad";"6_16";5;2022-12-26;1;36,93;41,19;29,415;5,479;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9856";"trinidad";"6_19";1;2022-12-26;1;36,03;42,6;32,187;6,356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9857";"trinidad";"6_19";2;2022-12-26;1;31,73;43,19;24,985;4,634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9858";"trinidad";"6_19";3;2022-12-26;1;36,22;39,77;30,611;5,71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9859";"trinidad";"6_19";4;2022-12-26;1;35,4;41,7;28,542;5,251;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9860";"trinidad";"6_19";5;2022-12-26;1;34,46;37,07;23,889;4,457;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9861";"trinidad";"7_5";1;2022-12-26;1;33,6;40,58;23,349;4,221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9862";"trinidad";"7_5";2;2022-12-26;1;34,46;42,39;30,147;5,722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9863";"trinidad";"7_5";3;2022-12-26;1;37,42;43,51;31,262;5,589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9864";"trinidad";"7_5";4;2022-12-26;1;34,68;39,49;26,703;4,908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9865";"trinidad";"7_5";5;2022-12-26;1;36,99;41,68;33,565;6,857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9866";"trinidad";"7_7";1;2022-12-26;1;35,83;44,08;33,313;6,307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9867";"trinidad";"7_7";2;2022-12-26;1;35,33;42,91;29,937;6,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9868";"trinidad";"7_7";3;2022-12-26;1;37,77;42,77;27,958;5,678;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9869";"trinidad";"7_7";4;2022-12-26;1;35,96;44,33;30,136;5,853;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9870";"trinidad";"7_7";5;2022-12-26;1;39,52;41,59;37,097;7,646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9871";"trinidad";"8_5";1;2022-12-26;1;37,84;44,44;31,883;6,035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9872";"trinidad";"8_5";2;2022-12-26;1;37,08;43,37;30,294;5,626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9873";"trinidad";"8_5";3;2022-12-26;1;34,29;44,54;29,217;5,375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9874";"trinidad";"8_5";4;2022-12-26;1;34,03;45;32,293;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9875";"trinidad";"8_5";5;2022-12-26;1;36,51;43,38;36,349;7,156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9876";"trinidad";"8_12";1;2022-12-26;1;35,47;37,78;27,401;5,345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9877";"trinidad";"8_12";2;2022-12-26;1;35,55;42,45;29,633;5,624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9878";"trinidad";"8_12";3;2022-12-26;1;33;42,33;27,862;4,96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9879";"trinidad";"8_12";4;2022-12-26;1;36,68;44,85;35,438;6,624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9880";"trinidad";"8_12";5;2022-12-26;1;36,56;44,31;33,364;6,581;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9881";"trinidad";"4_10";1;2023-01-25;2;40,2;45,56;39,03;9,683;2,166;0,433;NA;NA;NA;NA;NA;NA;NA;NA
"9882";"trinidad";"4_10";2;2023-01-25;2;38,66;46,11;35,9;9,065;2,77;0,602;NA;NA;NA;NA;NA;NA;NA;NA
"9883";"trinidad";"4_10";3;2023-01-25;2;38,37;43,27;37,5;9,529;3,67;0,748;NA;NA;NA;NA;NA;NA;NA;NA
"9884";"trinidad";"4_10";4;2023-01-25;2;37,22;44,84;38,81;10,666;5,2;1,441;NA;NA;NA;NA;NA;NA;NA;NA
"9885";"trinidad";"4_10";5;2023-01-25;2;32,76;36,2;20,62;5,837;1,652;0,352;NA;NA;NA;NA;NA;NA;NA;NA
"9886";"trinidad";"4_10";6;2023-01-25;2;34,38;39,35;25,76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9887";"trinidad";"4_10";7;2023-01-25;2;35,79;43,22;30,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9888";"trinidad";"4_10";8;2023-01-25;2;36,6;41,16;31,29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9889";"trinidad";"4_10";9;2023-01-25;2;38,97;42,9;35,53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9890";"trinidad";"4_10";10;2023-01-25;2;37,63;45,52;31,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9891";"trinidad";"4_18";1;2023-01-25;2;40,79;44,44;41,48;10,833;6,19;1,21;NA;NA;NA;NA;NA;NA;NA;NA
"9892";"trinidad";"4_18";2;2023-01-25;2;41,17;46,97;44,38;11,682;6,36;1,199;NA;NA;NA;NA;NA;NA;NA;NA
"9893";"trinidad";"4_18";3;2023-01-25;2;40,02;43,51;40,71;10,692;5,18;1,016;NA;NA;NA;NA;NA;NA;NA;NA
"9894";"trinidad";"4_18";4;2023-01-25;2;39,62;45,88;38,55;10,172;2,75;0,667;NA;NA;NA;NA;NA;NA;NA;NA
"9895";"trinidad";"4_18";5;2023-01-25;2;38,24;44,89;36,73;NA;3,76;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9896";"trinidad";"4_18";6;2023-01-25;2;38,63;42,38;36,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9897";"trinidad";"4_18";7;2023-01-25;2;38,6;42,23;34,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9898";"trinidad";"4_18";8;2023-01-25;2;39,95;44,88;40,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9899";"trinidad";"4_18";9;2023-01-25;2;38,17;44,95;36,04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9900";"trinidad";"4_18";10;2023-01-25;2;41,21;43,54;41,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9901";"trinidad";"5_6";1;2023-01-25;2;35,66;40,29;28,54;7,63;3,1;0,765;NA;NA;NA;NA;NA;NA;NA;NA
"9902";"trinidad";"5_6";2;2023-01-25;2;37,65;41,84;34,41;9,204;6,18;1,536;NA;NA;NA;NA;NA;NA;NA;NA
"9903";"trinidad";"5_6";3;2023-01-25;2;39,38;44,1;36,26;9,136;4,27;0,714;NA;NA;NA;NA;NA;NA;NA;NA
"9904";"trinidad";"5_6";4;2023-01-25;2;40,95;44,6;41,26;10,53;6,54;1,529;NA;NA;NA;NA;NA;NA;NA;NA
"9905";"trinidad";"5_6";5;2023-01-25;2;35,91;39,69;30,1;7,753;4,85;0,989;NA;NA;NA;NA;NA;NA;NA;NA
"9906";"trinidad";"5_6";6;2023-01-25;2;35,3;35,23;30,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9907";"trinidad";"5_6";7;2023-01-25;2;38,18;42,85;34,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9908";"trinidad";"5_6";8;2023-01-25;2;37,25;40,94;31,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9909";"trinidad";"5_6";9;2023-01-25;2;38,71;43,58;36,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9910";"trinidad";"5_6";10;2023-01-25;2;34,71;39,8;24,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9911";"trinidad";"5_18";1;2023-01-25;2;39,25;45,1;38,98;10,435;5,59;1,288;NA;NA;NA;NA;NA;NA;NA;NA
"9912";"trinidad";"5_18";2;2023-01-25;2;41,79;47,42;44,69;11,137;5,76;1,21;NA;NA;NA;NA;NA;NA;NA;NA
"9913";"trinidad";"5_18";3;2023-01-25;2;40,51;42,57;38,64;9,535;5,33;1,031;NA;NA;NA;NA;NA;NA;NA;NA
"9914";"trinidad";"5_18";4;2023-01-25;2;38,19;42,32;35,32;9,23;5,45;1,614;NA;NA;NA;NA;NA;NA;NA;NA
"9915";"trinidad";"5_18";5;2023-01-25;2;38,07;42,78;34,18;8,858;4,5;0,884;NA;NA;NA;NA;NA;NA;NA;NA
"9916";"trinidad";"5_18";6;2023-01-25;2;37,94;42,36;33,94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9917";"trinidad";"5_18";7;2023-01-25;2;34,25;37,27;24,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9918";"trinidad";"5_18";8;2023-01-25;2;40,46;45,7;40,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9919";"trinidad";"5_18";9;2023-01-25;2;39,8;43,99;38,38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9920";"trinidad";"5_18";10;2023-01-25;2;34,65;35,77;24,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9921";"trinidad";"6_16";1;2023-01-25;2;38,93;39,56;33,05;8,786;4,9;0,9;NA;NA;NA;NA;NA;NA;NA;NA
"9922";"trinidad";"6_16";2;2023-01-25;2;37,78;42,33;32,35;8,37;3,71;0,649;NA;NA;NA;NA;NA;NA;NA;NA
"9923";"trinidad";"6_16";3;2023-01-25;2;36,17;42,85;31,59;8,079;4,13;0,781;NA;NA;NA;NA;NA;NA;NA;NA
"9924";"trinidad";"6_16";4;2023-01-25;2;39,44;44,32;38,86;10,202;4,61;1,233;NA;NA;NA;NA;NA;NA;NA;NA
"9925";"trinidad";"6_16";5;2023-01-25;2;39,82;40,43;35,18;9,092;5,92;1,317;NA;NA;NA;NA;NA;NA;NA;NA
"9926";"trinidad";"6_16";6;2023-01-25;2;38,27;42,67;33,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9927";"trinidad";"6_16";7;2023-01-25;2;38,86;41,26;35,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9928";"trinidad";"6_16";8;2023-01-25;2;38,09;44,59;35,85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9929";"trinidad";"6_16";9;2023-01-25;2;37,67;45,54;36,43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9930";"trinidad";"6_16";10;2023-01-25;2;37,83;42,75;35,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9931";"trinidad";"6_19";1;2023-01-25;2;36,37;40,04;28,26;7,507;3,95;0,979;NA;NA;NA;NA;NA;NA;NA;NA
"9932";"trinidad";"6_19";2;2023-01-25;2;38,51;43,89;34,52;8,57;4,58;1,245;NA;NA;NA;NA;NA;NA;NA;NA
"9933";"trinidad";"6_19";3;2023-01-25;2;36,44;40,44;30,09;7,664;3,87;0,716;NA;NA;NA;NA;NA;NA;NA;NA
"9934";"trinidad";"6_19";4;2023-01-25;2;33,72;39,26;24,91;6,545;3,19;0,743;NA;NA;NA;NA;NA;NA;NA;NA
"9935";"trinidad";"6_19";5;2023-01-25;2;34,67;37,8;25,13;6,387;3,23;0,76;NA;NA;NA;NA;NA;NA;NA;NA
"9936";"trinidad";"6_19";6;2023-01-25;2;34,96;41,61;25,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9937";"trinidad";"6_19";7;2023-01-25;2;33,27;38,21;22,53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9938";"trinidad";"6_19";8;2023-01-25;2;37,97;41,7;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9939";"trinidad";"6_19";9;2023-01-25;2;29,77;35,52;18,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9940";"trinidad";"6_19";10;2023-01-25;2;30,48;35,14;20,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9941";"trinidad";"7_5";1;2023-01-25;2;38,41;41,84;33,61;8,807;4,51;1,187;NA;NA;NA;NA;NA;NA;NA;NA
"9942";"trinidad";"7_5";2;2023-01-25;2;40,07;45,25;38,73;9,371;4,53;1,064;NA;NA;NA;NA;NA;NA;NA;NA
"9943";"trinidad";"7_5";3;2023-01-25;2;31,54;37,94;19,73;4,648;2,03;0,378;NA;NA;NA;NA;NA;NA;NA;NA
"9944";"trinidad";"7_5";4;2023-01-25;2;37,89;41,17;32,74;7,953;4,16;0,901;NA;NA;NA;NA;NA;NA;NA;NA
"9945";"trinidad";"7_5";5;2023-01-25;2;41,48;45,53;41,67;10,709;5,93;1,802;NA;NA;NA;NA;NA;NA;NA;NA
"9946";"trinidad";"7_5";6;2023-01-25;2;40,53;45,34;41,69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9947";"trinidad";"7_5";7;2023-01-25;2;34;38,48;24,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9948";"trinidad";"7_5";8;2023-01-25;2;38,63;43,4;35,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9949";"trinidad";"7_5";9;2023-01-25;2;40,21;45,05;38,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9950";"trinidad";"7_5";10;2023-01-25;2;32,47;37,49;22,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9951";"trinidad";"7_7";1;2023-01-25;2;36,71;42,04;31,07;8,662;4,552;1,008;NA;NA;NA;NA;NA;NA;NA;NA
"9952";"trinidad";"7_7";2;2023-01-25;2;35;39,75;27,29;7,712;3,277;0,543;NA;NA;NA;NA;NA;NA;NA;NA
"9953";"trinidad";"7_7";3;2023-01-25;2;38,41;40,72;34,42;9,323;3,637;0,775;NA;NA;NA;NA;NA;NA;NA;NA
"9954";"trinidad";"7_7";4;2023-01-25;2;36,48;41,54;29,58;7,751;4,107;1,064;NA;NA;NA;NA;NA;NA;NA;NA
"9955";"trinidad";"7_7";5;2023-01-25;2;37,16;42,49;33,46;8,771;3,079;0,664;NA;NA;NA;NA;NA;NA;NA;NA
"9956";"trinidad";"7_7";6;2023-01-25;2;35,03;41,62;27,63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9957";"trinidad";"7_7";7;2023-01-25;2;37,16;38,85;29,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9958";"trinidad";"7_7";8;2023-01-25;2;36,5;40,74;30,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9959";"trinidad";"7_7";9;2023-01-25;2;37,2;43,26;33,59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9960";"trinidad";"7_7";10;2023-01-25;2;37,84;42,26;33,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9961";"trinidad";"8_5";1;2023-01-25;2;40,18;45,14;39,77;10,31;2,91;0,527;NA;NA;NA;NA;NA;NA;NA;NA
"9962";"trinidad";"8_5";2;2023-01-25;2;38,04;44,5;36,45;9,768;4,88;1;NA;NA;NA;NA;NA;NA;NA;NA
"9963";"trinidad";"8_5";3;2023-01-25;2;39,48;46,42;43,43;11,617;4,852;1,464;NA;NA;NA;NA;NA;NA;NA;NA
