"";"sitio";"id_planta";"fruto";"fecha";"muestreo";"d1";"long";"pf_fr";"ps_fr";"pf_sem";"ps_sem";"d_sem";"l_sem";"p_36h_sem";"hilera";"planta";"d2";"diam_medio";"ps_cas"
"4003";"agua_amarga";"2_11";3;2023-03-13;3;36,5;40,8;28,1;NA;4;2,842;NA;NA;NA;NA;NA;NA;NA;NA
"4004";"agua_amarga";"2_11";4;2023-03-13;3;41,8;42,9;39,9;NA;5,6;4,32;NA;NA;NA;NA;NA;NA;NA;NA
"4005";"agua_amarga";"2_11";5;2023-03-13;3;41,1;42,2;35,6;NA;5,4;4,192;NA;NA;NA;NA;NA;NA;NA;NA
"4006";"agua_amarga";"2_11";6;2023-03-13;3;40,4;45,7;41,1;NA;6,5;3,6836;NA;NA;NA;NA;NA;NA;NA;NA
"4007";"agua_amarga";"2_11";7;2023-03-13;3;40;42,3;35,8;NA;4,9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4008";"agua_amarga";"2_11";8;2023-03-13;3;40,5;42,9;32,9;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4009";"agua_amarga";"2_11";9;2023-03-13;3;39,5;41,5;35,4;NA;5,2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4010";"agua_amarga";"2_11";10;2023-03-13;3;35,8;41,5;NA;NA;3,6;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4011";"agua_amarga";"3_11";1;2023-03-13;3;44,8;51,2;52,8;NA;6,1;4,903;NA;NA;NA;NA;NA;NA;NA;NA
"4012";"agua_amarga";"3_11";2;2023-03-13;3;43,4;47,2;43,7;NA;5,8;4,435;NA;NA;NA;NA;NA;NA;NA;NA
"4013";"agua_amarga";"3_11";3;2023-03-13;3;46;51,8;51,5;NA;6,8;5,112;NA;NA;NA;NA;NA;NA;NA;NA
"4014";"agua_amarga";"3_11";4;2023-03-13;3;44,9;51,6;49,3;NA;6,6;5,102;NA;NA;NA;NA;NA;NA;NA;NA
"4015";"agua_amarga";"3_11";5;2023-03-13;3;45,4;48,5;48,1;NA;5,9;4,627;NA;NA;NA;NA;NA;NA;NA;NA
"4016";"agua_amarga";"3_11";6;2023-03-13;3;43,2;49,3;43,1;NA;6;4,678;NA;NA;NA;NA;NA;NA;NA;NA
"4017";"agua_amarga";"3_11";7;2023-03-13;3;44;47,9;48,8;NA;5,6;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4018";"agua_amarga";"3_11";8;2023-03-13;3;44,1;49,1;46,4;NA;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4019";"agua_amarga";"3_11";9;2023-03-13;3;48;54,5;59,4;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4020";"agua_amarga";"3_11";10;2023-03-13;3;40,1;48,4;37,3;NA;5,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4021";"agua_amarga";"5_8";1;2023-03-13;3;44,8;47,2;48,8;NA;6,2;4,863;NA;NA;NA;NA;NA;NA;NA;NA
"4022";"agua_amarga";"5_8";2;2023-03-13;3;43,1;45,5;45,1;NA;6,2;4,917;NA;NA;NA;NA;NA;NA;NA;NA
"4023";"agua_amarga";"5_8";3;2023-03-13;3;42,6;45,9;46,1;NA;5,9;4,269;NA;NA;NA;NA;NA;NA;NA;NA
"4024";"agua_amarga";"5_8";4;2023-03-13;3;42,8;45,9;45;NA;6,3;4,635;NA;NA;NA;NA;NA;NA;NA;NA
"4025";"agua_amarga";"5_8";5;2023-03-13;3;41,3;47,8;40,7;NA;5,1;4;NA;NA;NA;NA;NA;NA;NA;NA
"4026";"agua_amarga";"5_8";6;2023-03-13;3;42,7;45,1;44,9;NA;6,2;4,3678;NA;NA;NA;NA;NA;NA;NA;NA
"4027";"agua_amarga";"5_8";7;2023-03-13;3;41,3;42,8;39;NA;4,9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4028";"agua_amarga";"5_8";8;2023-03-13;3;45,1;47,8;50,7;NA;6,1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4029";"agua_amarga";"5_8";9;2023-03-13;3;44,2;46,9;47,9;NA;6,1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4030";"agua_amarga";"5_8";10;2023-03-13;3;41,5;45,7;43,6;NA;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4031";"agua_amarga";"5_11";1;2023-03-13;3;43,6;48,1;48,1;NA;6,6;5,096;NA;NA;NA;NA;NA;NA;NA;NA
"4032";"agua_amarga";"5_12";2;2023-03-13;3;43,3;46,7;48,6;NA;6,7;5,106;NA;NA;NA;NA;NA;NA;NA;NA
"4033";"agua_amarga";"5_12";3;2023-03-13;3;43,2;48;45,1;NA;6,9;5,19;NA;NA;NA;NA;NA;NA;NA;NA
"4034";"agua_amarga";"5_12";4;2023-03-13;3;40,9;44,3;39,8;NA;5,3;4,119;NA;NA;NA;NA;NA;NA;NA;NA
"4035";"agua_amarga";"5_12";5;2023-03-13;3;43,1;45,4;43,5;NA;5,5;4,132;NA;NA;NA;NA;NA;NA;NA;NA
"4036";"agua_amarga";"5_12";6;2023-03-13;3;43,3;47,5;49,3;NA;6,4;4,5966;NA;NA;NA;NA;NA;NA;NA;NA
"4037";"agua_amarga";"5_12";7;2023-03-13;3;42;45,3;43,3;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4038";"agua_amarga";"5_12";8;2023-03-13;3;40,9;44,6;38,9;NA;5,3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4039";"agua_amarga";"5_12";9;2023-03-13;3;41,8;47,3;44;NA;6,4;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4040";"agua_amarga";"5_12";10;2023-03-13;3;42,4;46,9;42,8;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4041";"agua_amarga";"6_8";1;2023-03-13;3;40,4;44;40,1;NA;5,7;4,579;NA;NA;NA;NA;NA;NA;NA;NA
"4042";"agua_amarga";"6_8";2;2023-03-13;3;NA;NA;38,3;NA;6;4,727;NA;NA;NA;NA;NA;NA;NA;NA
"4043";"agua_amarga";"6_8";3;2023-03-13;3;NA;NA;40,9;NA;6,3;4,93;NA;NA;NA;NA;NA;NA;NA;NA
"4044";"agua_amarga";"6_8";4;2023-03-13;3;45,1;50,9;50,8;NA;7,4;5,722;NA;NA;NA;NA;NA;NA;NA;NA
"4045";"agua_amarga";"6_8";5;2023-03-13;3;40,7;47,4;40,8;NA;5,5;4,407;NA;NA;NA;NA;NA;NA;NA;NA
"4046";"agua_amarga";"6_8";6;2023-03-13;3;43,9;46,7;46,9;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4047";"agua_amarga";"6_8";7;2023-03-13;3;41,2;43,8;29,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4048";"agua_amarga";"6_8";8;2023-03-13;3;41,5;43,9;40,4;NA;5,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4049";"agua_amarga";"6_8";9;2023-03-13;3;39,5;45,3;36,3;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4050";"agua_amarga";"6_8";10;2023-03-13;3;39,8;45,5;35;NA;5,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4051";"agua_amarga";"7_14";1;2023-03-13;3;44,2;46,2;45,9;NA;6,5;5,114;NA;NA;NA;NA;NA;NA;NA;NA
"4052";"agua_amarga";"7_14";2;2023-03-13;3;43,4;47,9;42,1;NA;6,2;4,692;NA;NA;NA;NA;NA;NA;NA;NA
"4053";"agua_amarga";"7_14";3;2023-03-13;3;44,9;47,5;50,7;NA;6,5;5,048;NA;NA;NA;NA;NA;NA;NA;NA
"4054";"agua_amarga";"7_14";4;2023-03-13;3;43,4;46,4;45,6;NA;6,3;4,902;NA;NA;NA;NA;NA;NA;NA;NA
"4055";"agua_amarga";"7_14";5;2023-03-13;3;39,6;44,3;40;NA;5;3,83;NA;NA;NA;NA;NA;NA;NA;NA
"4056";"agua_amarga";"7_14";6;2023-03-13;3;41;44,5;38,9;NA;5,5;4,2002;NA;NA;NA;NA;NA;NA;NA;NA
"4057";"agua_amarga";"7_14";7;2023-03-13;3;40,8;46;40,7;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4058";"agua_amarga";"7_14";8;2023-03-13;3;39,6;42,6;34,2;NA;4,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4059";"agua_amarga";"7_14";9;2023-03-13;3;45,9;52,6;58;NA;6,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4060";"agua_amarga";"7_14";10;2023-03-13;3;43,6;47,6;46,8;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4061";"agua_amarga";"1_6";1;2023-03-13;3;43,6;45,3;44,8;NA;6,2;4,781;NA;NA;NA;NA;NA;NA;NA;NA
"4062";"agua_amarga";"1_6";2;2023-03-13;3;41,4;43,3;39,2;NA;5,9;4,629;NA;NA;NA;NA;NA;NA;NA;NA
"4063";"agua_amarga";"1_6";3;2023-03-13;3;42;43,8;40,1;NA;5,7;4,196;NA;NA;NA;NA;NA;NA;NA;NA
"4064";"agua_amarga";"1_6";4;2023-03-13;3;45,9;47,1;53;NA;5;3,791;NA;NA;NA;NA;NA;NA;NA;NA
"4065";"agua_amarga";"1_6";5;2023-03-13;3;39,1;44,6;37;NA;7,6;5,634;NA;NA;NA;NA;NA;NA;NA;NA
"4066";"agua_amarga";"1_6";6;2023-03-13;3;40,3;42,7;37,5;NA;5,7;4,5708;NA;NA;NA;NA;NA;NA;NA;NA
"4067";"agua_amarga";"1_6";7;2023-03-13;3;42,4;45,7;41,2;NA;5,2;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4068";"agua_amarga";"1_6";8;2023-03-13;3;43,3;46,8;44,8;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4069";"agua_amarga";"1_6";9;2023-03-13;3;42,3;45,2;41,2;NA;6,1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4070";"agua_amarga";"1_6";10;2023-03-13;3;41,5;45,3;41,5;NA;6,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4071";"agua_amarga";"1_9";1;2023-03-13;3;NA;NA;41,8;NA;6;4,528;NA;NA;NA;NA;NA;NA;NA;NA
"4072";"agua_amarga";"1_9";2;2023-03-13;3;44,3;46,8;45,9;NA;6,8;5,138;NA;NA;NA;NA;NA;NA;NA;NA
"4073";"agua_amarga";"1_9";3;2023-03-13;3;47,5;50;59,6;NA;6,9;5,02;NA;NA;NA;NA;NA;NA;NA;NA
"4074";"agua_amarga";"1_9";4;2023-03-13;3;44,2;49,3;51,1;NA;5,8;4,447;NA;NA;NA;NA;NA;NA;NA;NA
"4075";"agua_amarga";"1_9";5;2023-03-13;3;43,7;47,5;46;NA;6,8;5,293;NA;NA;NA;NA;NA;NA;NA;NA
"4076";"agua_amarga";"1_9";6;2023-03-13;3;42,9;47,5;46,4;NA;5,9;4,483;NA;NA;NA;NA;NA;NA;NA;NA
"4077";"agua_amarga";"1_9";7;2023-03-13;3;39,1;45,1;36,4;NA;5,1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4078";"agua_amarga";"1_9";8;2023-03-13;3;46,1;50,3;54,9;NA;4,4;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4079";"agua_amarga";"1_9";9;2023-03-13;3;43,3;49,7;48,3;NA;7,7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4080";"agua_amarga";"1_9";10;2023-03-13;3;42,1;46,3;45,5;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4081";"agua_amarga";"2_16";1;2023-03-13;3;39,9;43,1;37,7;NA;4,9;3,78;NA;NA;NA;NA;NA;NA;NA;NA
"4082";"agua_amarga";"2_16";2;2023-03-13;3;46,6;47,7;54;NA;7,4;5,562;NA;NA;NA;NA;NA;NA;NA;NA
"4083";"agua_amarga";"2_16";3;2023-03-13;3;43,5;44,7;46,7;NA;5,9;4,539;NA;NA;NA;NA;NA;NA;NA;NA
"4084";"agua_amarga";"2_16";4;2023-03-13;3;37,6;39,8;29,2;NA;3,1;2,284;NA;NA;NA;NA;NA;NA;NA;NA
"4085";"agua_amarga";"2_16";5;2023-03-13;3;39,9;41,8;35,1;NA;5,6;4,327;NA;NA;NA;NA;NA;NA;NA;NA
"4086";"agua_amarga";"2_16";6;2023-03-13;3;45,6;50,3;54,2;NA;6,7;4,6942;NA;NA;NA;NA;NA;NA;NA;NA
"4087";"agua_amarga";"2_16";7;2023-03-13;3;43,4;45,3;45,9;NA;6,3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4088";"agua_amarga";"2_16";8;2023-03-13;3;42,5;44,4;43,3;NA;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4089";"agua_amarga";"2_16";9;2023-03-13;3;42,5;42,7;40,4;NA;5,9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4090";"agua_amarga";"2_16";10;2023-03-13;3;44,8;46,9;51,1;NA;5,8;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4091";"agua_amarga";"3_7";1;2023-03-13;3;43,8;48,6;48,6;NA;6,2;4,36;NA;NA;NA;NA;NA;NA;NA;NA
"4092";"agua_amarga";"3_7";2;2023-03-13;3;40,8;45,1;38,8;NA;4,6;3,015;NA;NA;NA;NA;NA;NA;NA;NA
"4093";"agua_amarga";"3_7";3;2023-03-13;3;39;43,2;35,9;NA;4,9;3,514;NA;NA;NA;NA;NA;NA;NA;NA
"4094";"agua_amarga";"3_7";4;2023-03-13;3;44,4;49,1;48,9;NA;7,2;5,258;NA;NA;NA;NA;NA;NA;NA;NA
"4095";"agua_amarga";"3_7";5;2023-03-13;3;41,1;46;38,9;NA;6,1;4,487;NA;NA;NA;NA;NA;NA;NA;NA
"4096";"agua_amarga";"3_7";6;2023-03-13;3;43,4;47,8;46,1;NA;5,5;4,0604;NA;NA;NA;NA;NA;NA;NA;NA
"4097";"agua_amarga";"3_7";7;2023-03-13;3;40,4;45,2;37,9;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4098";"agua_amarga";"3_7";8;2023-03-13;3;44,6;47,8;49,6;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4099";"agua_amarga";"3_7";9;2023-03-13;3;45,7;46,3;50,7;NA;6,1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4100";"agua_amarga";"3_7";10;2023-03-13;3;NA;NA;39,6;NA;5,3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4101";"agua_amarga";"8_7";1;2023-03-24;4;32,9;36,9;17,812;11,2;NA;5,04526666666667;26,1;28,7;6,119;NA;NA;NA;NA;NA
"4102";"agua_amarga";"8_7";2;2023-03-24;4;32,3;38;17,446;11,072;NA;NA;26,7;29,3;5,852;NA;NA;NA;NA;NA
"4103";"agua_amarga";"8_7";3;2023-03-24;4;32,4;39,4;17,4;11,453;NA;NA;27,3;29,3;5,878;NA;NA;NA;NA;NA
"4104";"agua_amarga";"8_7";4;2023-03-24;4;31,9;36;17,178;11,198;NA;NA;25,9;28;6,16;NA;NA;NA;NA;NA
"4105";"agua_amarga";"8_7";5;2023-03-24;4;31,5;34,6;13,16;9,345;NA;NA;25,3;28,6;4,743;NA;NA;NA;NA;NA
"4106";"agua_amarga";"8_7";6;2023-03-24;4;32,5;38,5;18,41;11,694;NA;NA;26,3;29,5;6,129;NA;NA;NA;NA;NA
"4107";"agua_amarga";"8_7";7;2023-03-24;4;31;37,6;16,95;11,244;NA;NA;26,2;30,1;5,872;NA;NA;NA;NA;NA
"4108";"agua_amarga";"8_7";8;2023-03-24;4;29,7;35,6;13;8,128;NA;NA;26,9;27,1;4,369;NA;NA;NA;NA;NA
"4109";"agua_amarga";"8_7";9;2023-03-24;4;33,5;37,2;18,21;11,799;NA;NA;27,6;28,3;6,401;NA;NA;NA;NA;NA
"4110";"agua_amarga";"8_7";10;2023-03-24;4;30,8;36,3;15,24;10,114;NA;NA;24,9;27,3;5,321;NA;NA;NA;NA;NA
"4111";"agua_amarga";"8_7";11;2023-03-24;4;NA;35,3;10,49;8,194;NA;NA;24,9;26,4;3,935;NA;NA;NA;NA;NA
"4112";"agua_amarga";"8_7";12;2023-03-24;4;30,8;36,2;14,15;9,587;NA;NA;25;28,7;5,333;NA;NA;NA;NA;NA
"4113";"agua_amarga";"8_7";13;2023-03-24;4;33,4;37,2;18,59;11,974;NA;NA;26,5;30,5;6,127;NA;NA;NA;NA;NA
"4114";"agua_amarga";"8_7";14;2023-03-24;4;29,6;40;10,7;7,793;NA;NA;23,1;28,4;4,183;NA;NA;NA;NA;NA
"4115";"agua_amarga";"8_7";15;2023-03-24;4;33;39,8;17,46;11,648;NA;NA;26,5;30,9;6,202;NA;NA;NA;NA;NA
"4116";"agua_amarga";"9_11";1;2023-03-24;4;28,5;35,4;11,86;7,516;NA;4,0966;21,8;24,3;3,505;NA;NA;NA;NA;NA
"4117";"agua_amarga";"9_11";2;2023-03-24;4;28,3;36,8;13,37;9,138;NA;NA;22,2;28,3;4,856;NA;NA;NA;NA;NA
"4118";"agua_amarga";"9_11";3;2023-03-24;4;27,5;35,2;9,68;6,197;NA;NA;21,7;26,2;3,077;NA;NA;NA;NA;NA
"4119";"agua_amarga";"9_11";4;2023-03-24;4;30,9;36,2;15,65;11,676;NA;NA;25,1;26,3;5,323;NA;NA;NA;NA;NA
"4120";"agua_amarga";"9_11";5;2023-03-24;4;33,4;37,2;17,2;10,159;NA;NA;27;28,2;5,587;NA;NA;NA;NA;NA
"4121";"agua_amarga";"9_11";6;2023-03-24;4;28,6;33,7;10,22;7,676;NA;NA;22,9;26,2;3,769;NA;NA;NA;NA;NA
"4122";"agua_amarga";"9_11";7;2023-03-24;4;33;35,7;17,63;12,382;NA;NA;25,9;28,2;6,014;NA;NA;NA;NA;NA
"4123";"agua_amarga";"9_11";8;2023-03-24;4;28,8;36,3;14,09;10,592;NA;NA;22,8;27,4;4,808;NA;NA;NA;NA;NA
"4124";"agua_amarga";"9_11";9;2023-03-24;4;30,8;37,7;17,17;11,379;NA;NA;24,6;28,2;5,71;NA;NA;NA;NA;NA
"4125";"agua_amarga";"9_11";10;2023-03-24;4;28,1;34,5;13,04;9,105;NA;NA;21,9;25,9;0,953;NA;NA;NA;NA;NA
"4126";"agua_amarga";"9_11";11;2023-03-24;4;30,8;37,3;16,23;9,005;NA;NA;24,5;26,1;5,534;NA;NA;NA;NA;NA
"4127";"agua_amarga";"9_11";12;2023-03-24;4;31,8;41;15,16;10,094;NA;NA;25,1;28,6;5,43;NA;NA;NA;NA;NA
"4128";"agua_amarga";"9_11";13;2023-03-24;4;29,6;33,7;14,35;8,803;NA;NA;23;25,4;4,169;NA;NA;NA;NA;NA
"4129";"agua_amarga";"9_11";14;2023-03-24;4;30,2;36,1;14,8;9,696;NA;NA;25,3;28;5,215;NA;NA;NA;NA;NA
"4130";"agua_amarga";"9_11";15;2023-03-24;4;30,4;37,4;13,85;8,729;NA;NA;23,8;28,4;4,385;NA;NA;NA;NA;NA
"4131";"agua_amarga";"9_12";1;2023-03-24;4;33,1;40,6;17,9;12,319;NA;4,9282;27,5;30,2;6,655;NA;NA;NA;NA;NA
"4132";"agua_amarga";"9_12";2;2023-03-24;4;34,2;39,2;15,59;11,235;NA;NA;28;29,2;5,986;NA;NA;NA;NA;NA
"4133";"agua_amarga";"9_12";3;2023-03-24;4;30,2;35,8;14,46;9,226;NA;NA;24,2;28,7;4,664;NA;NA;NA;NA;NA
"4134";"agua_amarga";"9_12";4;2023-03-24;4;31,5;38,4;17,64;11,615;NA;NA;24,1;29,3;5,912;NA;NA;NA;NA;NA
"4135";"agua_amarga";"9_12";5;2023-03-24;4;31,3;37,5;15,39;10,296;NA;NA;25,2;27,7;5,276;NA;NA;NA;NA;NA
"4136";"agua_amarga";"9_12";6;2023-03-24;4;29,9;34,3;14,12;9,016;NA;NA;24,4;26,3;5,003;NA;NA;NA;NA;NA
"4137";"agua_amarga";"9_12";7;2023-03-24;4;32,2;37,9;17,56;11,292;NA;NA;26;28,5;5,773;NA;NA;NA;NA;NA
"4138";"agua_amarga";"9_12";8;2023-03-24;4;33,1;36,7;13,74;10,304;NA;NA;26;29,8;5,509;NA;NA;NA;NA;NA
"4139";"agua_amarga";"9_12";9;2023-03-24;4;33;44,1;17,28;12,267;NA;NA;26,7;30,2;6,45;NA;NA;NA;NA;NA
"4140";"agua_amarga";"9_12";10;2023-03-24;4;31,4;35,8;15,06;10,354;NA;NA;24,9;27,8;5,682;NA;NA;NA;NA;NA
"4141";"agua_amarga";"9_12";11;2023-03-24;4;31,2;39,3;17,4;11,925;NA;NA;26;30,5;5,951;NA;NA;NA;NA;NA
"4142";"agua_amarga";"9_12";12;2023-03-24;4;32,5;36,6;14,75;9,75;NA;NA;24,7;28,6;5,13;NA;NA;NA;NA;NA
"4143";"agua_amarga";"9_12";13;2023-03-24;4;34,8;40,1;19,76;13,192;NA;NA;28,2;29,6;6,46;NA;NA;NA;NA;NA
"4144";"agua_amarga";"9_12";14;2023-03-24;4;27,9;36,1;11,27;6,88;NA;NA;22,2;24,2;3,739;NA;NA;NA;NA;NA
"4145";"agua_amarga";"9_12";15;2023-03-24;4;31,4;39,5;17,39;10,828;NA;NA;25,6;30,1;5,904;NA;NA;NA;NA;NA
"4146";"agua_amarga";"10_12";1;2023-03-24;4;31,5;36,9;13,48;9,442;NA;4,43866666666667;25,2;28,2;4,782;NA;NA;NA;NA;NA
"4147";"agua_amarga";"10_12";2;2023-03-24;4;32,2;38,2;18,52;11,427;NA;NA;26,4;30,1;5,721;NA;NA;NA;NA;NA
"4148";"agua_amarga";"10_12";3;2023-03-24;4;31,5;38,9;19,76;12,929;NA;NA;28,4;32;6,858;NA;NA;NA;NA;NA
"4149";"agua_amarga";"10_12";4;2023-03-24;4;28,4;36,3;13,6;8,902;NA;NA;20,7;27,2;4,413;NA;NA;NA;NA;NA
"4150";"agua_amarga";"10_12";5;2023-03-24;4;27,9;34,4;10,96;6,919;NA;NA;20,8;27,2;3,689;NA;NA;NA;NA;NA
"4151";"agua_amarga";"10_12";6;2023-03-24;4;29,3;35,3;12,71;8,063;NA;NA;23,2;26,2;4,253;NA;NA;NA;NA;NA
"4152";"agua_amarga";"10_12";7;2023-03-24;4;31,6;37,9;15,72;10,565;NA;NA;24,5;28,2;5,079;NA;NA;NA;NA;NA
"4153";"agua_amarga";"10_12";8;2023-03-24;4;32,8;35,5;18,06;12,509;NA;NA;26,5;29,3;6,013;NA;NA;NA;NA;NA
"4154";"agua_amarga";"10_12";9;2023-03-24;4;30,8;36,2;12,84;9,137;NA;NA;23,3;26,1;4,566;NA;NA;NA;NA;NA
"4155";"agua_amarga";"10_12";10;2023-03-24;4;27,9;34,3;11,3;7,406;NA;NA;22,1;25,7;3,808;NA;NA;NA;NA;NA
"4156";"agua_amarga";"10_12";11;2023-03-24;4;31,3;36,9;17,28;11,745;NA;NA;25,6;27,6;5,737;NA;NA;NA;NA;NA
"4157";"agua_amarga";"10_12";12;2023-03-24;4;31,2;36,9;18,46;11,398;NA;NA;25,3;28,3;5,749;NA;NA;NA;NA;NA
"4158";"agua_amarga";"10_12";13;2023-03-24;4;29,1;36;12,71;7,846;NA;NA;21,8;27,2;4,2;NA;NA;NA;NA;NA
"4159";"agua_amarga";"10_12";14;2023-03-24;4;27,6;34,5;11,84;7,305;NA;NA;22;25,9;3,566;NA;NA;NA;NA;NA
"4160";"agua_amarga";"10_12";15;2023-03-24;4;31,3;36,7;15,96;10,018;NA;NA;26,2;27,8;4,83;NA;NA;NA;NA;NA
"4161";"agua_amarga";"1_12";1;2023-03-24;4;29,9;35,2;14,53;9,052;NA;4,79333333333333;22,8;26,5;4,996;NA;NA;NA;NA;NA
"4162";"agua_amarga";"1_12";2;2023-03-24;4;32,7;37,2;16,14;11,016;NA;NA;28,1;28,8;5,916;NA;NA;NA;NA;NA
"4163";"agua_amarga";"1_12";3;2023-03-24;4;31,7;35,5;15,98;10,433;NA;NA;25,1;27,1;5,582;NA;NA;NA;NA;NA
"4164";"agua_amarga";"1_12";4;2023-03-24;4;30,1;33,1;14,35;8,722;NA;NA;25;25,8;4,246;NA;NA;NA;NA;NA
"4165";"agua_amarga";"1_12";5;2023-03-24;4;28,1;34,1;11,62;7,703;NA;NA;22,6;26,4;3,752;NA;NA;NA;NA;NA
"4166";"agua_amarga";"1_12";6;2023-03-24;4;29,5;36,4;13,55;9,289;NA;NA;24,7;27,8;4,652;NA;NA;NA;NA;NA
"4167";"agua_amarga";"1_12";7;2023-03-24;4;32,3;36,2;16,15;10,425;NA;NA;26,4;29;5,718;NA;NA;NA;NA;NA
"4168";"agua_amarga";"1_12";8;2023-03-24;4;31,5;36,5;15,76;10,88;NA;NA;26;28,5;5,462;NA;NA;NA;NA;NA
"4169";"agua_amarga";"1_12";9;2023-03-24;4;30,8;36,6;13,88;9,27;NA;NA;24,5;28,4;5,145;NA;NA;NA;NA;NA
"4170";"agua_amarga";"1_12";10;2023-03-24;4;30,4;33,4;14,58;9,66;NA;NA;24;26,6;5,023;NA;NA;NA;NA;NA
"4171";"agua_amarga";"1_12";11;2023-03-24;4;29,7;35;13,13;8,294;NA;NA;23,5;26,5;4,444;NA;NA;NA;NA;NA
"4172";"agua_amarga";"1_12";12;2023-03-24;4;29,9;35,9;13,42;9,25;NA;NA;25,1;27,3;4,825;NA;NA;NA;NA;NA
"4173";"agua_amarga";"1_12";13;2023-03-24;4;31,9;36;14,64;9,765;NA;NA;25,8;28,7;4,784;NA;NA;NA;NA;NA
"4174";"agua_amarga";"1_12";14;2023-03-24;4;31,8;37,6;16,28;10,952;NA;NA;24,9;30,9;5,573;NA;NA;NA;NA;NA
"4175";"agua_amarga";"1_12";15;2023-03-24;4;31,8;36,1;13,82;10,242;NA;NA;26;28;5,951;NA;NA;NA;NA;NA
"4176";"agua_amarga";"1_18";1;2023-03-24;4;35,6;39,5;21,217;13,356;NA;5,1674;NA;NA;7,006;NA;NA;NA;NA;NA
"4177";"agua_amarga";"1_18";2;2023-03-24;4;34,5;35,1;20,392;10,9;NA;NA;NA;NA;5,227;NA;NA;NA;NA;NA
"4178";"agua_amarga";"1_18";3;2023-03-24;4;31,3;39,7;17,58;12,337;NA;NA;NA;NA;6,136;NA;NA;NA;NA;NA
"4179";"agua_amarga";"1_18";4;2023-03-24;4;33,7;35,5;20;12,21;NA;NA;NA;NA;6,113;NA;NA;NA;NA;NA
"4180";"agua_amarga";"1_18";5;2023-03-24;4;34;36;19,582;11,855;NA;NA;NA;NA;5,688;NA;NA;NA;NA;NA
"4181";"agua_amarga";"1_18";6;2023-03-24;4;34,9;35,9;19,378;11,93;NA;NA;NA;NA;5,965;NA;NA;NA;NA;NA
"4182";"agua_amarga";"1_18";7;2023-03-24;4;33,3;33,3;18,978;11,002;NA;NA;NA;NA;4,924;NA;NA;NA;NA;NA
"4183";"agua_amarga";"1_18";8;2023-03-24;4;31,8;36,4;16,355;13,017;NA;NA;NA;NA;6,516;NA;NA;NA;NA;NA
"4184";"agua_amarga";"1_18";9;2023-03-24;4;34,4;37,4;19,52;10,386;NA;NA;NA;NA;5,268;NA;NA;NA;NA;NA
"4185";"agua_amarga";"1_18";10;2023-03-24;4;31,2;35,7;16,734;9,004;NA;NA;NA;NA;4,606;NA;NA;NA;NA;NA
"4186";"agua_amarga";"1_18";11;2023-03-24;4;30,9;43;13,471;9,213;NA;NA;NA;NA;6,861;NA;NA;NA;NA;NA
"4187";"agua_amarga";"1_18";12;2023-03-24;4;33,4;36,2;22,41;14,524;NA;NA;NA;NA;4,644;NA;NA;NA;NA;NA
