hilera,planta,id_planta,fruto,fecha,muestreo,d1,d2,diam_medio,long,pf_fr,ps_fr,pf_sem,ps_sem,d_sem,l_sem,p_36h_sem,ps_cas
5,6,5_6,17,24-04-23,5,29.32,,29.32,34.78,9.414,,4.189,,23.76,26.36,,
5,6,5_6,18,24-04-23,5,28.49,,28.49,32.59,8.351,,3.272,,21.72,24.47,,
5,6,5_6,19,24-04-23,5,28.52,,28.52,32.98,8.43,,3.976,,20.63,23.34,,
5,6,5_6,20,24-04-23,5,29.88,,29.88,33.41,9.023,,3.761,,20.91,24.23,,
5,18,5_18,1,24-04-23,5,33.36,,33.36,36.35,10.866,10.408,,4.71,24.14,26.49,4.749,
5,18,5_18,2,24-04-23,5,32.56,,32.56,35.26,12.061,11.34,,5.142,25.67,26.25,5.196,
5,18,5_18,3,24-04-23,5,32.86,,32.86,38.25,11.47,11.024,,4.77,27.1,29.19,4.836,
5,18,5_18,4,24-04-23,5,32.83,,32.83,37.7,11.661,10.584,,4.466,26.15,27.27,4.5,
5,18,5_18,5,24-04-23,5,32.04,,32.04,34.7,10.674,10.265,,3.995,25.78,27.24,4.034,
5,18,5_18,6,24-04-23,5,33.22,,33.22,34.4,11.137,10.666,,4.898,23.85,25.98,4.932,
5,18,5_18,7,24-04-23,5,30.14,,30.14,34.13,9.17,8.813,,3.984,23.58,26.1,4.018,
5,18,5_18,8,24-04-23,5,31.74,,31.74,37.56,10.747,10.324,,4.395,24.63,25.25,4.429,
5,18,5_18,9,24-04-23,5,30.92,,30.92,34.36,10.633,10.187,,4.564,27.15,28.23,4.563,
5,18,5_18,10,24-04-23,5,33.4,,33.4,36.81,13.531,11.115,,4.8,25.16,27.33,4.846,
5,18,5_18,11,24-04-23,5,30.8,,30.8,34.88,9.178,8.745,,4.189,23.84,26.08,4.213,
5,18,5_18,12,24-04-23,5,33.89,,33.89,35.9,18.793,12.408,,5.744,27.02,28.48,5.823,
5,18,5_18,13,24-04-23,5,31.64,,31.64,34.97,11.05,10.487,,4.315,23.67,27.19,4.346,
5,18,5_18,14,24-04-23,5,32.54,,32.54,36.5,11,10.564,,4.666,26.69,28.46,4.706,
5,18,5_18,15,24-04-23,5,33.26,,33.26,36.17,11.636,11.128,,4.716,25.68,28.09,4.754,
5,18,5_18,16,24-04-23,5,31.37,,31.37,34.91,10.771,,4.687,,22.65,26.51,,
5,18,5_18,17,24-04-23,5,31.32,,31.32,37.79,10.706,,4.025,,24.13,25.8,,
5,18,5_18,18,24-04-23,5,33.03,,33.03,36.82,11.823,,4.79,,23.16,26.69,,
5,18,5_18,19,24-04-23,5,32.56,,32.56,35.73,11.046,,4.339,,23.26,25.72,,
5,18,5_18,20,24-04-23,5,32.45,,32.45,35.68,11.215,,4.793,,21.27,26.1,,
6,16,6_16,1,24-04-23,5,31.07,,31.07,35.04,10.339,9.8,,4.298,21.97,27.46,4.327,
6,16,6_16,2,24-04-23,5,30.63,,30.63,33.34,9.8,9.394,,4.185,23.4,25.18,4.218,
6,16,6_16,3,24-04-23,5,31.2,,31.2,35.16,10.435,9.546,,4.136,25.08,26.24,4.158,
6,16,6_16,4,24-04-23,5,29.56,,29.56,35.17,8.862,8.447,,3.549,22.33,26.2,3.581,
6,16,6_16,5,24-04-23,5,31.15,,31.15,33.78,9.838,9.442,,4.532,25.6,27.41,4.564,
6,16,6_16,6,24-04-23,5,31.72,,31.72,35.1,12.403,10.012,,4.269,23.3,26.35,4.3,
6,16,6_16,7,24-04-23,5,31.96,,31.96,36.97,11.138,10.647,,4.433,26.22,26.91,4.47,
6,16,6_16,8,24-04-23,5,27.68,,27.68,32.12,8.309,7.943,,3.415,22.15,26.51,3.442,
6,16,6_16,9,24-04-23,5,29.5,,29.5,34.91,9.048,8.6552,,3.315,23.13,24.41,3.343,
6,16,6_16,10,24-04-23,5,29.39,,29.39,33.74,8.219,7.791,,3.246,23.6,25.46,3.27,
6,16,6_16,11,24-04-23,5,32.06,,32.06,34.83,11.457,10.875,,8.472,25.47,27.78,4.915,
6,16,6_16,12,24-04-23,5,31,,31,35.3,10.654,9.777,,4.065,24.58,25.99,4.101,
6,16,6_16,13,24-04-23,5,29.6,,29.6,33.06,9.001,8.665,,3.942,23.4,26.35,4.019,
6,16,6_16,14,24-04-23,5,30.46,,30.46,32,9.758,9.37,,4.15,23.66,26.36,4.188,
6,16,6_16,15,24-04-23,5,29,,29,32.89,8.132,7.802,,3.513,22.24,25.7,3.545,
6,16,6_16,16,24-04-23,5,30.91,,30.91,33.78,10.345,,4.601,,24.52,27.83,,
6,16,6_16,17,24-04-23,5,29.91,,29.91,32.16,9.196,,4.036,,21.9,25.52,,
6,16,6_16,18,24-04-23,5,28.73,,28.73,33.34,8.42,,3.292,,21.86,25.44,,
6,16,6_16,19,24-04-23,5,32.19,,32.19,35.91,11.146,,4.895,,23.58,26.86,,
6,16,6_16,20,24-04-23,5,25.85,,25.85,28.39,6.296,,2.346,,26.9,20.28,,
6,19,6_19,1,24-04-23,5,30.97,,30.97,33.74,10.64,10.14,,4.445,23.89,25.69,4.474,
6,19,6_19,2,24-04-23,5,29.27,,29.27,32.55,8.527,7.99,,3.369,22.36,24.19,3.4,
6,19,6_19,3,24-04-23,5,28.43,,28.43,34.36,8.703,7.854,,3.172,18.52,25.55,3.2,
6,19,6_19,4,24-04-23,5,25.32,,25.32,30.67,5.706,5.452,,2.128,18.58,22.08,2.148,
6,19,6_19,5,24-04-23,5,29.71,,29.71,32.83,8.659,8.321,,3.804,21.86,26.53,3.852,
6,19,6_19,6,24-04-23,5,29.94,,29.94,34.18,9.966,9.388,,4.059,22.13,25.67,4.119,
6,19,6_19,7,24-04-23,5,29.99,,29.99,30.35,8.419,8.071,,3.354,22.9,22.42,3.3385,
6,19,6_19,8,24-04-23,5,30.39,,30.39,32.84,11.771,9.513,,4.175,23.63,25.32,4.214,
6,19,6_19,9,24-04-23,5,26.9,,26.9,30.85,7.241,6.977,,3.071,20.06,24.51,3.093,
6,19,6_19,10,24-04-23,5,28.93,,28.93,33.36,9.11,8.668,,3.735,21.59,25.91,3.767,
6,19,6_19,11,24-04-23,5,30.25,,30.25,33.79,11.534,9.196,,3.886,23,25.99,3.938,
6,19,6_19,12,24-04-23,5,24.61,,24.61,27.76,5.446,5.262,,2.267,18.82,20.5,2.288,
6,19,6_19,13,24-04-23,5,28.98,,28.98,30.16,8.326,7.931,,3.313,22.77,23.83,3.341,
6,19,6_19,14,24-04-23,5,27.7,,27.7,28.54,7.292,6.964,,2.482,20.3,21.92,2.502,
6,19,6_19,15,24-04-23,5,27.68,,27.68,32.45,7.802,7.458,,2.78,22.15,23.14,2.808,
6,19,6_19,16,24-04-23,5,29.11,,29.11,31.1,8.359,,3.537,,22.41,25.49,,
6,19,6_19,17,24-04-23,5,27.51,,27.51,30.46,6.471,,2.346,,21.14,22.74,,
6,19,6_19,18,24-04-23,5,31.3,,31.3,36.86,10.871,,4.438,,22.64,28.37,,
6,19,6_19,19,24-04-23,5,26.73,,26.73,30.6,6.849,,2.788,,19.42,22.69,,
6,19,6_19,20,24-04-23,5,26.76,,26.76,30.14,6.862,,2.443,,20.82,22.24,,
7,5,7_5,1,24-04-23,5,33.22,,33.22,33.14,10.578,10.238,,4.73,22.27,26.33,4.774,
7,5,7_5,2,24-04-23,5,29.91,,29.91,34.06,8.518,8.235,,3.505,23.4,23.44,3.134,
7,5,7_5,3,24-04-23,5,31.06,,31.06,33.2,10.101,9.704,,4.374,23.21,25.57,4.411,
7,5,7_5,4,24-04-23,5,31.02,,31.02,32.94,9.574,9.16,,4.32,21.58,26.66,4.334,
7,5,7_5,5,24-04-23,5,32.79,,32.79,36.16,11.474,11,,4.988,25.66,26.26,5.03,
7,5,7_5,6,24-04-23,5,30.85,,30.85,35.9,9.092,8.795,,4.012,24.83,25.52,4.032,
7,5,7_5,7,24-04-23,5,30.93,,30.93,35.7,10.329,9.845,,4.118,25.39,24.46,4.164,
7,5,7_5,8,24-04-23,5,28.39,,28.39,33.69,8.279,7.988,,3.652,21.25,25.96,3.683,
7,5,7_5,9,24-04-23,5,31.92,,31.92,37.35,10.829,10.432,,4.986,24.38,29.8,5.045,
7,5,7_5,10,24-04-23,5,31.5,,31.5,35.9,10.479,10.044,,4.547,21.62,26.69,4.587,
7,5,7_5,11,24-04-23,5,27.84,,27.84,32.83,6.996,6.562,,2.42,18.93,21.2,2.464,
7,5,7_5,12,24-04-23,5,31.23,,31.23,34.23,9.147,8.778,,3.372,24.7,25.61,3.414,
7,5,7_5,13,24-04-23,5,28.43,,28.43,32.36,7.804,7.499,,5.134,24.48,28.28,5.18,
7,5,7_5,14,24-04-23,5,31.5,,31.5,34.5,10.094,9.74,,4.488,23.76,26.45,4.128,
7,5,7_5,15,24-04-23,5,29.17,,29.17,35.66,9.796,9.34,,4.06,22.67,25.83,4.101,
7,5,7_5,16,24-04-23,5,31.38,,31.38,34.5,9.358,,4.288,,25.55,27.16,,
7,5,7_5,17,24-04-23,5,32.11,,32.11,36.44,13.39,,5.932,,24.19,28.73,,
7,5,7_5,18,24-04-23,5,32.08,,32.08,37.81,10.661,,4.57,,24.86,28.18,,
7,5,7_5,19,24-04-23,5,32.02,,32.02,35.18,12.145,,4.651,,23.03,24.37,,
7,5,7_5,20,24-04-23,5,28.1,,28.1,32.94,7.394,,2.88,,17.18,23.67,,
7,7,7_7,1,24-04-23,5,30.74,,30.74,36.2,9.564,9.164,,3.592,23.38,23.05,3.617,
7,7,7_7,2,24-04-23,5,29.53,,29.53,33.11,8.771,8.402,,3.645,21.72,25.35,3.667,
7,7,7_7,3,24-04-23,5,30.62,,30.62,34.1,8.576,8.224,,3.399,23.67,25.56,3.424,
7,7,7_7,4,24-04-23,5,31.29,,31.29,34.99,10.891,10.463,,4.868,24.57,26.56,4.902,
7,7,7_7,5,24-04-23,5,30.6,,30.6,35.4,9.469,9.104,,3.911,22.95,25.79,3.936,
7,7,7_7,6,24-04-23,5,29.6,,29.6,34.78,9.046,8.646,,3.232,22.55,24.92,3.259,
7,7,7_7,7,24-04-23,5,30.53,,30.53,35.25,11.016,10.587,,4.87,23.1,26.84,4.908,
7,7,7_7,8,24-04-23,5,29.77,,29.77,36.96,7.72,7.378,,2.739,23.08,23.38,2.762,
7,7,7_7,9,24-04-23,5,30.67,,30.67,35.94,9.515,9.083,,3.74,23.72,27.44,3.781,
7,7,7_7,10,24-04-23,5,31.93,,31.93,37.28,11.676,9.919,,4.27,24.37,26.03,4.306,
7,7,7_7,11,24-04-23,5,29.22,,29.22,34.11,8.572,8.239,,3.24,22.47,24.33,3.288,
7,7,7_7,12,24-04-23,5,30.33,,30.33,33.85,9.564,9.168,,4.07,24.22,25.71,4.105,
7,7,7_7,13,24-04-23,5,31.55,,31.55,34.9,10.666,10.249,,4.192,23.82,26.16,4.226,
7,7,7_7,14,24-04-23,5,31.43,,31.43,35.75,10.396,9.934,,4.515,22.67,25.31,4.546,
7,7,7_7,15,24-04-23,5,30.71,,30.71,32.38,10.16,9.769,,4.252,25.19,26.16,4.286,
7,7,7_7,16,24-04-23,5,33.81,,33.81,38.63,12.927,,5.804,,20.13,29.38,,
7,7,7_7,17,24-04-23,5,30.97,,30.97,33.8,10.262,,4.412,,24.74,26.55,,
7,7,7_7,18,24-04-23,5,30.66,,30.66,36.58,10.348,,4.24,,22.02,29.84,,
7,7,7_7,19,24-04-23,5,30.19,,30.19,35.76,9.405,,4.098,,24.26,26.97,,
7,7,7_7,20,24-04-23,5,27.85,,27.85,32.29,7.901,,3.149,,21.22,24.7,,
8,5,8_5,1,24-04-23,5,32.16,,32.16,37.44,11.297,10.855,,5.151,26.09,29.58,5.197,
8,5,8_5,2,24-04-23,5,31.33,,31.33,37.17,11.199,10.783,,4.935,24.36,29.87,4.977,
8,5,8_5,3,24-04-23,5,32.08,,32.08,37.39,12.244,11.611,,5.004,24.61,29.01,5.059,
8,5,8_5,4,24-04-23,5,30.99,,30.99,37.52,10.374,9.98,,4.615,23.64,27.66,4.666,
8,5,8_5,5,24-04-23,5,31.44,,31.44,35.76,11.192,10.749,,4.663,22.48,26.13,4.72,
8,5,8_5,6,24-04-23,5,31.22,,31.22,32.8,10.326,9.923,,4.269,23.41,25.65,4.31,
8,5,8_5,7,24-04-23,5,30.6,,30.6,35.02,9.824,9.441,,3.917,23.72,25.81,3.965,
8,5,8_5,8,24-04-23,5,32.45,,32.45,37.57,11.522,11.026,,4.489,26.66,28.69,4.535,
8,5,8_5,9,24-04-23,5,29.45,,29.45,33.95,9.767,9.394,,4.2,23.4,25.05,4.254,
8,5,8_5,10,24-04-23,5,28.47,,28.47,29.91,8.844,8.553,,4.117,25.73,23.4,4.162,
8,5,8_5,11,24-04-23,5,31.52,,31.52,34.96,11.198,10.75,,4.97,24.27,27.92,5.024,
8,5,8_5,12,24-04-23,5,29.75,,29.75,36.17,9.163,8.832,,3.462,20.2,24.14,3.499,
8,5,8_5,13,24-04-23,5,31.84,,31.84,36.25,11.419,10.797,,4.759,26.13,27.77,4.807,
8,5,8_5,14,24-04-23,5,29.93,,29.93,34.58,10.711,10.335,,4.97,23.81,27.41,5.012,
8,5,8_5,15,24-04-23,5,31.8,,31.8,34.24,10.085,9.727,,4.556,24.36,27.87,4.606,
8,5,8_5,16,24-04-23,5,32.28,,32.28,36.92,10.979,,4.9,,24.24,26.94,,
8,5,8_5,17,24-04-23,5,30.52,,30.52,36.77,10.57,,4.673,,24.65,28.75,,
8,5,8_5,18,24-04-23,5,31.33,,31.33,36.13,10.435,,4.596,,23.81,26.85,,
8,5,8_5,19,24-04-23,5,29.94,,29.94,36.98,9.892,,4.134,,22.89,26.51,,
8,5,8_5,20,24-04-23,5,30.55,,30.55,37.07,9.373,,3.574,,23.16,25.49,,
8,12,8_12,1,24-04-23,5,31.4,,31.4,34.27,10.429,10.024,,4.575,22.61,27.15,4.612,
8,12,8_12,2,24-04-23,5,31.06,,31.06,34.08,10.4,9.946,,4.117,25.59,26.26,4.162,
8,12,8_12,3,24-04-23,5,29.51,,29.51,32.12,9.078,8.759,,3.798,22.88,24.48,3.84,
8,12,8_12,4,24-04-23,5,31.69,,31.69,35.26,9.874,9.442,,4.025,24.87,26.28,4.059,
8,12,8_12,5,24-04-23,5,31.66,,31.66,34.11,10.559,10.124,,4.979,25.72,27.34,4.96,
8,12,8_12,6,24-04-23,5,30.96,,30.96,33.81,9.94,9.57,,4.159,24.83,25.39,4.191,
8,12,8_12,7,24-04-23,5,30.94,,30.94,34.02,9.667,9.292,,4.136,25.63,25.32,4.186,
8,12,8_12,8,24-04-23,5,32.54,,32.54,36.07,10.106,9.634,,4.21,25.78,25.77,4.254,
8,12,8_12,9,24-04-23,5,32.36,,32.36,38.14,12.084,11.374,,4.773,25.05,27.74,4.853,
8,12,8_12,10,24-04-23,5,32.62,,32.62,35.63,11.076,10.644,,4.662,26.11,27.58,4.704,
8,12,8_12,11,24-04-23,5,30.79,,30.79,32.97,9.9,9.458,,4.647,24.89,24.16,4.693,
8,12,8_12,12,24-04-23,5,31.06,,31.06,34.61,10.703,10.293,,4.514,24.2,26.39,4.561,
8,12,8_12,13,24-04-23,5,31.21,,31.21,35.08,10.678,10.282,,4.715,24.11,28.65,4.756,
8,12,8_12,14,24-04-23,5,32.6,,32.6,33.77,10.352,9.921,,4.426,29.22,27.27,4.467,
8,12,8_12,15,24-04-23,5,31.02,,31.02,35.27,9.965,9.536,,4.249,23.4,27.3,4.296,
8,12,8_12,16,24-04-23,5,29.98,,29.98,33.55,9.835,,4.385,,22.41,25.17,,
8,12,8_12,17,24-04-23,5,30.62,,30.62,34.81,9.446,,3.955,,22.89,23.83,,
8,12,8_12,18,24-04-23,5,30.35,,30.35,32.67,9.138,,4.272,,22.04,25.04,,
8,12,8_12,19,24-04-23,5,30.33,,30.33,34.61,10.151,,4.61,,23.24,26.09,,
8,12,8_12,20,24-04-23,5,30.34,,30.34,36.84,10.547,,4.784,,21.8,26.69,,
